0.0000000000e+00 	 2.5000000000e+01 
7.0000000000e+01 	 2.5000000000e+01 
7.0000000000e+01 	 0.0000000000e+00 
0.0000000000e+00 	 0.0000000000e+00 
1.4893617021e+00 	 2.5000000000e+01 
2.9787234043e+00 	 2.5000000000e+01 
4.4680851064e+00 	 2.5000000000e+01 
5.9574468085e+00 	 2.5000000000e+01 
7.4468085106e+00 	 2.5000000000e+01 
8.9361702128e+00 	 2.5000000000e+01 
1.0425531915e+01 	 2.5000000000e+01 
1.1914893617e+01 	 2.5000000000e+01 
1.3404255319e+01 	 2.5000000000e+01 
1.4893617021e+01 	 2.5000000000e+01 
1.6382978723e+01 	 2.5000000000e+01 
1.7872340426e+01 	 2.5000000000e+01 
1.9361702128e+01 	 2.5000000000e+01 
2.0851063830e+01 	 2.5000000000e+01 
2.2340425532e+01 	 2.5000000000e+01 
2.3829787234e+01 	 2.5000000000e+01 
2.5319148936e+01 	 2.5000000000e+01 
2.6808510638e+01 	 2.5000000000e+01 
2.8297872340e+01 	 2.5000000000e+01 
2.9787234043e+01 	 2.5000000000e+01 
3.1276595745e+01 	 2.5000000000e+01 
3.2765957447e+01 	 2.5000000000e+01 
3.4255319149e+01 	 2.5000000000e+01 
3.5744680851e+01 	 2.5000000000e+01 
3.7234042553e+01 	 2.5000000000e+01 
3.8723404255e+01 	 2.5000000000e+01 
4.0212765957e+01 	 2.5000000000e+01 
4.1702127660e+01 	 2.5000000000e+01 
4.3191489362e+01 	 2.5000000000e+01 
4.4680851064e+01 	 2.5000000000e+01 
4.6170212766e+01 	 2.5000000000e+01 
4.7659574468e+01 	 2.5000000000e+01 
4.9148936170e+01 	 2.5000000000e+01 
5.0638297872e+01 	 2.5000000000e+01 
5.2127659574e+01 	 2.5000000000e+01 
5.3617021277e+01 	 2.5000000000e+01 
5.5106382979e+01 	 2.5000000000e+01 
5.6595744681e+01 	 2.5000000000e+01 
5.8085106383e+01 	 2.5000000000e+01 
5.9574468085e+01 	 2.5000000000e+01 
6.1063829787e+01 	 2.5000000000e+01 
6.2553191489e+01 	 2.5000000000e+01 
6.4042553191e+01 	 2.5000000000e+01 
6.5531914894e+01 	 2.5000000000e+01 
6.7021276596e+01 	 2.5000000000e+01 
6.8510638298e+01 	 2.5000000000e+01 
7.0000000000e+01 	 2.3529411765e+01 
7.0000000000e+01 	 2.2058823529e+01 
7.0000000000e+01 	 2.0588235294e+01 
7.0000000000e+01 	 1.9117647059e+01 
7.0000000000e+01 	 1.7647058824e+01 
7.0000000000e+01 	 1.6176470588e+01 
7.0000000000e+01 	 1.4705882353e+01 
7.0000000000e+01 	 1.3235294118e+01 
7.0000000000e+01 	 1.1764705882e+01 
7.0000000000e+01 	 1.0294117647e+01 
7.0000000000e+01 	 8.8235294118e+00 
7.0000000000e+01 	 7.3529411765e+00 
7.0000000000e+01 	 5.8823529412e+00 
7.0000000000e+01 	 4.4117647059e+00 
7.0000000000e+01 	 2.9411764706e+00 
7.0000000000e+01 	 1.4705882353e+00 
6.8510638298e+01 	 0.0000000000e+00 
6.7021276596e+01 	 0.0000000000e+00 
6.5531914894e+01 	 0.0000000000e+00 
6.4042553191e+01 	 0.0000000000e+00 
6.2553191489e+01 	 0.0000000000e+00 
6.1063829787e+01 	 0.0000000000e+00 
5.9574468085e+01 	 0.0000000000e+00 
5.8085106383e+01 	 0.0000000000e+00 
5.6595744681e+01 	 0.0000000000e+00 
5.5106382979e+01 	 0.0000000000e+00 
5.3617021277e+01 	 0.0000000000e+00 
5.2127659574e+01 	 0.0000000000e+00 
5.0638297872e+01 	 0.0000000000e+00 
4.9148936170e+01 	 0.0000000000e+00 
4.7659574468e+01 	 0.0000000000e+00 
4.6170212766e+01 	 0.0000000000e+00 
4.4680851064e+01 	 0.0000000000e+00 
4.3191489362e+01 	 0.0000000000e+00 
4.1702127660e+01 	 0.0000000000e+00 
4.0212765957e+01 	 0.0000000000e+00 
3.8723404255e+01 	 0.0000000000e+00 
3.7234042553e+01 	 0.0000000000e+00 
3.5744680851e+01 	 0.0000000000e+00 
3.4255319149e+01 	 0.0000000000e+00 
3.2765957447e+01 	 0.0000000000e+00 
3.1276595745e+01 	 0.0000000000e+00 
2.9787234043e+01 	 0.0000000000e+00 
2.8297872340e+01 	 0.0000000000e+00 
2.6808510638e+01 	 0.0000000000e+00 
2.5319148936e+01 	 0.0000000000e+00 
2.3829787234e+01 	 0.0000000000e+00 
2.2340425532e+01 	 0.0000000000e+00 
2.0851063830e+01 	 0.0000000000e+00 
1.9361702128e+01 	 0.0000000000e+00 
1.7872340426e+01 	 0.0000000000e+00 
1.6382978723e+01 	 0.0000000000e+00 
1.4893617021e+01 	 0.0000000000e+00 
1.3404255319e+01 	 0.0000000000e+00 
1.1914893617e+01 	 0.0000000000e+00 
1.0425531915e+01 	 0.0000000000e+00 
8.9361702128e+00 	 0.0000000000e+00 
7.4468085106e+00 	 0.0000000000e+00 
5.9574468085e+00 	 0.0000000000e+00 
4.4680851064e+00 	 0.0000000000e+00 
2.9787234043e+00 	 0.0000000000e+00 
1.4893617021e+00 	 0.0000000000e+00 
0.0000000000e+00 	 1.4705882353e+00 
0.0000000000e+00 	 2.9411764706e+00 
0.0000000000e+00 	 4.4117647059e+00 
0.0000000000e+00 	 5.8823529412e+00 
0.0000000000e+00 	 7.3529411765e+00 
0.0000000000e+00 	 8.8235294118e+00 
0.0000000000e+00 	 1.0294117647e+01 
0.0000000000e+00 	 1.1764705882e+01 
0.0000000000e+00 	 1.3235294118e+01 
0.0000000000e+00 	 1.4705882353e+01 
0.0000000000e+00 	 1.6176470588e+01 
0.0000000000e+00 	 1.7647058824e+01 
0.0000000000e+00 	 1.9117647059e+01 
0.0000000000e+00 	 2.0588235294e+01 
0.0000000000e+00 	 2.2058823529e+01 
0.0000000000e+00 	 2.3529411765e+01 
1.2576517015e+01 	 1.2555894214e+01 
2.5917798020e+01 	 1.2838635622e+01 
3.9637849270e+01 	 1.2571910973e+01 
5.2677118660e+01 	 1.2443879588e+01 
6.5081238233e+01 	 5.3434262283e+00 
6.4864435389e+01 	 1.9473897327e+01 
3.7340213287e+00 	 2.1473149569e+01 
3.6643824555e+00 	 3.7572811904e+00 
9.3861307072e-01 	 8.8965225716e-01 
6.9112887736e+01 	 2.4052852662e+01 
8.9899277363e-01 	 2.4065677972e+01 
6.9047606808e+01 	 9.3342188248e-01 
6.1103915460e+01 	 1.2680914791e+01 
1.9606689205e+01 	 1.6905066714e+01 
3.2765068088e+01 	 8.1100019075e+00 
1.9202392301e+01 	 8.0984595381e+00 
4.6023713704e+01 	 8.2153485537e+00 
3.2863009767e+01 	 1.6871028809e+01 
4.5996687418e+01 	 1.6875585323e+01 
6.7043799347e+00 	 9.7668180520e+00 
5.4243059034e+01 	 6.5481730440e+00 
5.4169083750e+01 	 1.8772604272e+01 
9.6121255245e+00 	 1.8170711587e+01 
6.1897317239e+01 	 2.1619095903e+01 
6.1731752379e+01 	 3.7716372140e+00 
6.7033756921e+01 	 2.1546789135e+01 
6.7198586462e+01 	 3.0572708636e+00 
6.6894144174e+01 	 6.7281806563e+00 
6.7094631005e+01 	 1.8294993941e+01 
6.6268303879e+00 	 2.9431761985e+00 
2.7959609193e+00 	 1.8609884986e+01 
2.2219890472e+00 	 2.2638856767e+01 
2.3714312495e+00 	 2.2087328669e+00 
3.8650300348e+01 	 6.6557865362e+00 
2.5399476036e+01 	 1.8747639974e+01 
1.1878908170e+01 	 6.1437740511e+00 
2.5406880673e+01 	 6.2911467242e+00 
4.0256798568e+01 	 1.8972300954e+01 
1.4252973319e+01 	 1.6746106968e+01 
