-5.3204226666e+00	2.7074832735e+01	-2.9999921131e+00	-1.0431756648e+00	-8.7243652827e-01	-4.8872743338e-01	1.0000000388e+00	2.9153491355e-01	-2.7232944685e-01	4.8582307284e-01	-1.8023425912e-02	6.2837500560e-01
6.3274229346e+01	1.5197942875e+01	-1.8031097222e+00	-3.8804279663e+00	-4.1231824317e-01	-9.1103988186e-01	1.0000000002e+00	2.1475474981e-01	-3.9015883487e-02	1.7656794016e-02	4.9527228263e-02	2.1330883189e-01
6.1358447625e+01	-8.7777008663e+00	-6.3567718281e+00	-5.4942419467e+00	-7.6976107220e-01	-6.3833211710e-01	1.0000000037e+00	6.0022119251e-02	1.0993835978e-01	-1.3259728231e-01	6.3732369368e-02	-1.7090734952e-01
-1.2648857290e+01	4.5051358390e+00	-5.9042920502e+00	-1.3871321623e+00	-9.7303066955e-01	-2.3067578137e-01	1.0000000000e+00	9.5664335546e-02	-2.8356145455e-03	1.1960789090e-02	9.0248582291e-02	3.4028806553e-02
-3.9895686315e+00	2.6477890115e+01	-3.0377484524e+00	-1.2461646657e+00	-8.5466837921e-01	-5.1917430751e-01	1.0000000329e+00	2.8379248003e-01	-2.6639437477e-01	4.3828693856e-01	-2.3883708216e-02	5.8568689896e-01
-2.6672432345e+00	2.5988126909e+01	-3.0787970489e+00	-1.3387889396e+00	-8.5130005828e-01	-5.2467915032e-01	1.0000000284e+00	2.7844657753e-01	-2.5008590210e-01	4.0555191729e-01	-1.3079125477e-02	5.5170349742e-01
-1.3298232080e+00	2.5553408565e+01	-3.0940206226e+00	-1.1523265203e+00	-8.8080235595e-01	-4.7348411775e-01	1.0000000254e+00	2.8195150256e-01	-2.1350525428e-01	3.9696019991e-01	3.4808200674e-02	5.3051572350e-01
4.0400155290e-02	2.5148777811e+01	-3.0058980773e+00	-8.4933219085e-01	-9.1645563859e-01	-4.0013630489e-01	1.0000000226e+00	2.9369795853e-01	-1.7016126053e-01	3.8950455246e-01	9.8974907679e-02	5.0708096935e-01
1.4288158535e+00	2.4706072839e+01	-2.8698892949e+00	-6.8522927399e-01	-9.2808184366e-01	-3.7237627671e-01	1.0000000235e+00	3.0542923729e-01	-1.6146096539e-01	4.0216065948e-01	1.2197771347e-01	5.1595668014e-01
2.8387824160e+00	2.4309445400e+01	-2.7439275020e+00	-6.4548130787e-01	-9.3191235458e-01	-3.6268355818e-01	1.0000000194e+00	3.1392481628e-01	-1.4304063493e-01	3.6732748657e-01	1.4948733345e-01	4.8124051476e-01
