5 	128 	139 	0 	0 	0 	0 	0 	
50 	51 	138 	0 	0 	0 	0 	0 	
66 	67 	140 	0 	0 	0 	0 	0 	
112 	113 	137 	0 	0 	0 	0 	0 	
1 	6 	139 	205 	0 	0 	0 	0 	
5 	7 	205 	283 	286 	0 	0 	0 	
6 	8 	286 	381 	0 	0 	0 	0 	
7 	9 	381 	577 	0 	0 	0 	0 	
8 	10 	574 	577 	0 	0 	0 	0 	
9 	11 	565 	574 	0 	0 	0 	0 	
10 	12 	565 	832 	0 	0 	0 	0 	
11 	13 	832 	863 	0 	0 	0 	0 	
12 	14 	694 	863 	1100 	0 	0 	0 	
13 	15 	694 	696 	0 	0 	0 	0 	
14 	16 	696 	716 	0 	0 	0 	0 	
15 	17 	716 	767 	0 	0 	0 	0 	
16 	18 	389 	767 	0 	0 	0 	0 	
17 	19 	389 	739 	0 	0 	0 	0 	
18 	20 	725 	739 	1149 	0 	0 	0 	
19 	21 	513 	725 	0 	0 	0 	0 	
20 	22 	513 	1063 	1242 	0 	0 	0 	
21 	23 	828 	1063 	0 	0 	0 	0 	
22 	24 	556 	828 	0 	0 	0 	0 	
23 	25 	556 	558 	843 	0 	0 	0 	
24 	26 	400 	558 	0 	0 	0 	0 	
25 	27 	400 	589 	0 	0 	0 	0 	
26 	28 	533 	589 	0 	0 	0 	0 	
27 	29 	533 	1181 	0 	0 	0 	0 	
28 	30 	881 	1181 	0 	0 	0 	0 	
29 	31 	638 	881 	1097 	0 	0 	0 	
30 	32 	521 	1097 	0 	0 	0 	0 	
31 	33 	521 	722 	0 	0 	0 	0 	
32 	34 	722 	1066 	0 	0 	0 	0 	
33 	35 	726 	955 	1066 	0 	0 	0 	
34 	36 	522 	955 	0 	0 	0 	0 	
35 	37 	384 	522 	0 	0 	0 	0 	
36 	38 	384 	547 	0 	0 	0 	0 	
37 	39 	547 	774 	1094 	0 	0 	0 	
38 	40 	824 	1094 	0 	0 	0 	0 	
39 	41 	582 	824 	0 	0 	0 	0 	
40 	42 	257 	582 	0 	0 	0 	0 	
41 	43 	257 	534 	0 	0 	0 	0 	
42 	44 	267 	534 	0 	0 	0 	0 	
43 	45 	267 	282 	0 	0 	0 	0 	
44 	46 	282 	382 	0 	0 	0 	0 	
45 	47 	382 	394 	0 	0 	0 	0 	
46 	48 	383 	394 	0 	0 	0 	0 	
47 	49 	269 	383 	0 	0 	0 	0 	
48 	50 	269 	413 	0 	0 	0 	0 	
2 	49 	138 	287 	413 	0 	0 	0 	
2 	52 	138 	275 	0 	0 	0 	0 	
51 	53 	270 	275 	0 	0 	0 	0 	
52 	54 	270 	290 	0 	0 	0 	0 	
53 	55 	272 	290 	0 	0 	0 	0 	
54 	56 	272 	583 	0 	0 	0 	0 	
55 	57 	550 	583 	838 	0 	0 	0 	
56 	58 	550 	837 	0 	0 	0 	0 	
57 	59 	545 	837 	0 	0 	0 	0 	
58 	60 	545 	596 	853 	0 	0 	0 	
59 	61 	564 	596 	0 	0 	0 	0 	
60 	62 	260 	414 	564 	0 	0 	0 	
61 	63 	203 	414 	0 	0 	0 	0 	
62 	64 	203 	408 	0 	0 	0 	0 	
63 	65 	199 	406 	408 	0 	0 	0 	
64 	66 	199 	274 	0 	0 	0 	0 	
3 	65 	140 	274 	0 	0 	0 	0 	
3 	68 	140 	200 	0 	0 	0 	0 	
67 	69 	200 	397 	0 	0 	0 	0 	
68 	70 	259 	397 	568 	0 	0 	0 	
69 	71 	386 	568 	0 	0 	0 	0 	
70 	72 	254 	386 	411 	0 	0 	0 	
71 	73 	281 	411 	0 	0 	0 	0 	
72 	74 	266 	281 	0 	0 	0 	0 	
73 	75 	266 	566 	0 	0 	0 	0 	
74 	76 	258 	566 	0 	0 	0 	0 	
75 	77 	258 	562 	0 	0 	0 	0 	
76 	78 	562 	806 	1068 	0 	0 	0 	
77 	79 	753 	1068 	0 	0 	0 	0 	
78 	80 	753 	854 	1140 	0 	0 	0 	
79 	81 	546 	755 	854 	0 	0 	0 	
80 	82 	374 	755 	0 	0 	0 	0 	
81 	83 	374 	671 	0 	0 	0 	0 	
82 	84 	571 	671 	0 	0 	0 	0 	
83 	85 	571 	890 	0 	0 	0 	0 	
84 	86 	685 	890 	0 	0 	0 	0 	
85 	87 	497 	685 	0 	0 	0 	0 	
86 	88 	497 	922 	1289 	0 	0 	0 	
87 	89 	826 	922 	0 	0 	0 	0 	
88 	90 	555 	826 	0 	0 	0 	0 	
89 	91 	555 	557 	844 	0 	0 	0 	
90 	92 	399 	557 	0 	0 	0 	0 	
91 	93 	399 	532 	0 	0 	0 	0 	
92 	94 	532 	1047 	0 	0 	0 	0 	
93 	95 	951 	1047 	0 	0 	0 	0 	
94 	96 	951 	1003 	0 	0 	0 	0 	
95 	97 	642 	1003 	1032 	0 	0 	0 	
96 	98 	772 	1032 	0 	0 	0 	0 	
97 	99 	528 	772 	0 	0 	0 	0 	
98 	100 	528 	1107 	0 	0 	0 	0 	
99 	101 	731 	1061 	1107 	0 	0 	0 	
100 	102 	390 	812 	1061 	0 	0 	0 	
101 	103 	390 	888 	0 	0 	0 	0 	
102 	104 	841 	888 	0 	0 	0 	0 	
103 	105 	841 	1006 	0 	0 	0 	0 	
104 	106 	594 	1006 	1246 	0 	0 	0 	
105 	107 	541 	594 	0 	0 	0 	0 	
106 	108 	541 	570 	857 	0 	0 	0 	
107 	109 	201 	570 	0 	0 	0 	0 	
108 	110 	201 	276 	0 	0 	0 	0 	
109 	111 	276 	278 	415 	0 	0 	0 	
110 	112 	207 	278 	0 	0 	0 	0 	
4 	111 	137 	207 	0 	0 	0 	0 	
4 	114 	137 	204 	0 	0 	0 	0 	
113 	115 	204 	284 	285 	0 	0 	0 	
114 	116 	285 	416 	0 	0 	0 	0 	
115 	117 	380 	416 	0 	0 	0 	0 	
116 	118 	380 	409 	0 	0 	0 	0 	
117 	119 	409 	679 	0 	0 	0 	0 	
118 	120 	679 	1067 	0 	0 	0 	0 	
119 	121 	721 	1067 	0 	0 	0 	0 	
120 	122 	569 	721 	1123 	0 	0 	0 	
121 	123 	273 	569 	0 	0 	0 	0 	
122 	124 	273 	288 	0 	0 	0 	0 	
123 	125 	288 	388 	0 	0 	0 	0 	
124 	126 	265 	388 	396 	0 	0 	0 	
125 	127 	277 	396 	0 	0 	0 	0 	
126 	128 	206 	277 	0 	0 	0 	0 	
1 	127 	139 	206 	0 	0 	0 	0 	
663 	889 	907 	1017 	1177 	1249 	0 	0 	
692 	758 	927 	945 	963 	1256 	0 	0 	
710 	926 	958 	1229 	1257 	1359 	0 	0 	
650 	761 	915 	1065 	1208 	1277 	0 	0 	
398 	417 	542 	856 	1106 	1156 	0 	0 	
202 	262 	271 	599 	695 	978 	1119 	0 	
279 	403 	421 	581 	584 	803 	0 	0 	
280 	404 	405 	420 	575 	807 	0 	0 	
4 	112 	113 	204 	207 	0 	0 	0 	
2 	50 	51 	275 	287 	0 	0 	0 	
1 	5 	128 	205 	206 	0 	0 	0 	
3 	66 	67 	200 	274 	0 	0 	0 	
742 	946 	975 	1188 	1324 	0 	0 	0 	
760 	809 	1041 	1219 	1253 	0 	0 	0 	
733 	735 	876 	1072 	1221 	1234 	0 	0 	
687 	740 	947 	1001 	1011 	1110 	1217 	0 	
680 	750 	885 	895 	1002 	1354 	0 	0 	
681 	778 	870 	898 	1130 	1223 	1231 	0 	
700 	746 	924 	968 	1161 	1327 	0 	0 	
525 	666 	701 	879 	987 	1082 	1268 	0 	
659 	793 	874 	906 	1136 	1243 	1321 	0 	
561 	678 	862 	916 	1105 	1218 	1350 	0 	
677 	795 	878 	1060 	1099 	1215 	1329 	0 	
401 	588 	591 	765 	861 	0 	0 	0 	
255 	376 	385 	529 	587 	982 	0 	0 	
262 	270 	387 	393 	412 	598 	0 	0 	
199 	391 	402 	410 	419 	593 	0 	0 	
203 	407 	418 	542 	552 	834 	856 	0 	
202 	271 	272 	289 	379 	543 	0 	0 	
201 	263 	392 	539 	817 	1043 	1049 	0 	
264 	265 	388 	831 	852 	1095 	0 	0 	
205 	206 	277 	279 	283 	403 	0 	0 	
204 	207 	278 	280 	284 	405 	0 	0 	
630 	645 	649 	786 	973 	1015 	1052 	0 	
796 	872 	942 	1162 	1189 	1344 	0 	0 	
