6.4839830982e-01	2.8030175402e+01	-8.3856514299e-01	1.3448045086e+00	-4.5787462771e-01	8.8901677448e-01	1.0000000021e+00	3.9469979719e-01	-1.1544194453e-01	-5.9447142605e-02	6.5258296089e-02	-4.1035361582e-01
6.9182980477e+01	2.7468088151e+01	1.3502992300e-02	3.9029509237e-01	-6.7077833359e-03	9.9997750257e-01	1.0000000000e+00	4.7398695956e-01	1.6123485544e-02	1.0828527305e-04	1.9306708534e-02	-4.7386798515e-01
7.1671314924e+01	-2.6420154304e+00	4.9253547913e-01	-1.9516500088e+00	4.3122309183e-01	-9.0224533530e-01	1.0000000198e+00	3.6845461437e-01	-3.5869954582e-01	-1.7152604109e-01	-5.1765176921e-01	1.6087882279e-01
-2.1352698720e+00	-1.6655999538e+00	-2.4368772723e+00	6.0095485236e-01	-9.8785093454e-01	1.5540441157e-01	1.0000000058e+00	3.3329070798e-01	3.3423480856e-02	2.1261028949e-01	3.6267058998e-01	1.6085087335e-01
2.1230749203e+00	2.8123666876e+01	-6.9592799832e-01	1.7080846476e+00	-3.3502963974e-01	9.4220758885e-01	1.0000000009e+00	3.7716511086e-01	-7.8700571726e-02	-2.7980602320e-02	4.7646078043e-02	-3.8335370898e-01
3.5789634730e+00	2.8076067231e+01	-4.7008421206e-01	1.8959463928e+00	-2.2214692472e-01	9.7501320188e-01	1.0000000002e+00	3.6980001109e-01	-3.6266719400e-02	-8.2622967554e-03	4.5876510123e-02	-3.6882371738e-01
4.9904996043e+00	2.8021597155e+01	-2.3125940068e-01	2.0058118124e+00	-1.2057474636e-01	9.9270425130e-01	1.0000000000e+00	3.6539587456e-01	1.2200790642e-02	1.4819950282e-03	5.6260534598e-02	-3.6124777231e-01
6.3733188023e+00	2.7894713169e+01	-1.3173568158e-02	2.0721708402e+00	-3.3157968606e-02	9.9945012338e-01	1.0000000004e+00	3.6190222228e-01	5.5569613841e-02	1.8451358015e-03	6.7579611754e-02	-3.5985775117e-01
7.7457657862e+00	2.7837564727e+01	1.4640418324e-01	2.0076784392e+00	3.2954823599e-02	9.9945684229e-01	1.0000000008e+00	3.6590603604e-01	8.0199195976e-02	-2.6411654822e-03	6.8155499779e-02	-3.6834894034e-01
9.0999159655e+00	2.7812775559e+01	2.5423929946e-01	1.8930958164e+00	8.5610732160e-02	9.9632866191e-01	1.0000000010e+00	3.7280619559e-01	9.0988777527e-02	-7.8141341818e-03	5.9089526725e-02	-3.7925308915e-01
