61.0638  0 1.48936  0 -1.48936  0 -0.834362  0.823751 0.193861  1.06258 -71.0638  -10 -71.0638  -10 -71.0638  -10 -71.0638  -10 
59.5745  0 1.48936  0 -1.48936  0 -0.617633  1.42011 0.655  0.823751 -69.5745  -10 -69.5745  -10 -69.5745  -10 -69.5745  -10 
58.0851  0 1.48936  0 -1.48936  0 0.871729  1.42011 -0.672039  1.03396 -68.0851  -10 -68.0851  -10 -68.0851  -10 -68.0851  -10 
56.5957  0 1.48936  0 -1.48936  0 -0.570474  1.40961 0.817323  1.03396 -66.5957  -10 -66.5957  -10 -66.5957  -10 -66.5957  -10 
55.1064  0 1.48936  0 -1.48936  0 0.918888  1.40961 -0.552556  1.25466 -65.1064  -10 -65.1064  -10 -65.1064  -10 -65.1064  -10 
53.617  0 1.48936  0 -1.48936  0 0.936805  1.25466 -0.215906  1.46372 -0.977852  0.892923 -63.617  -10 -63.617  -10 -63.617  -10 
52.1277  0 1.48936  0 -1.48936  0 -0.580366  1.25426 0.51151  0.892923 -62.1277  -10 -62.1277  -10 -62.1277  -10 -62.1277  -10 
50.6383  0 1.48936  0 -1.48936  0 0.908995  1.25426 -0.799444  0.62509 -0.352634  1.27053 -60.6383  -10 -60.6383  -10 -60.6383  -10 
49.1489  0 1.48936  0 -1.48936  0 0.138005  1.22423 -0.835603  1.00232 0.689918  0.62509 -59.1489  -10 -59.1489  -10 -59.1489  -10 
47.6596  0 1.48936  0 -1.48936  0 -0.63917  1.48246 0.653759  1.00232 -57.6596  -10 -57.6596  -10 -57.6596  -10 -57.6596  -10 
46.1702  0 1.48936  0 -1.48936  0 0.850192  1.48246 -0.870557  1.68549 -56.1702  -10 -56.1702  -10 -56.1702  -10 -56.1702  -10 
44.6809  0 1.48936  0 -1.48936  0 -0.893386  1.26149 0.618804  1.68549 -54.6809  -10 -54.6809  -10 -54.6809  -10 -54.6809  -10 
43.1915  0 1.48936  0 -1.48936  0 0.595976  1.26149 -0.754326  1.23559 -53.1915  -10 -53.1915  -10 -53.1915  -10 -53.1915  -10 
41.7021  0 1.48936  0 -1.48936  0 -0.729978  1.37971 0.735035  1.23559 -51.7021  -10 -51.7021  -10 -51.7021  -10 -51.7021  -10 
40.2128  0 1.48936  0 -1.48936  0 -0.560814  1.18191 0.759383  1.37971 -50.2128  -10 -50.2128  -10 -50.2128  -10 -50.2128  -10 
38.7234  0 1.48936  0 -1.48936  0 0.928548  1.18191 -1.07755  1.11798 -0.0675754  1.39577 -48.7234  -10 -48.7234  -10 -48.7234  -10 
37.234  0 1.48936  0 -1.48936  0 -0.696897  0.88676 0.411808  1.11798 -47.234  -10 -47.234  -10 -47.234  -10 -47.234  -10 
35.7447  0 1.48936  0 -1.48936  0 -0.375461  1.3455 0.792465  0.88676 -45.7447  -10 -45.7447  -10 -45.7447  -10 -45.7447  -10 
34.2553  0 1.48936  0 -1.48936  0 1.1139  1.3455 -1.04925  1.3758 0.0355904  1.30286 -44.2553  -10 -44.2553  -10 -44.2553  -10 
32.766  0 1.48936  0 -1.48936  0 -0.797033  0.949535 0.440115  1.3758 -42.766  -10 -42.766  -10 -42.766  -10 -42.766  -10 
31.2766  0 1.48936  0 -1.48936  0 0.692329  0.949535 -0.683198  1.45846 -41.2766  -10 -41.2766  -10 -41.2766  -10 -41.2766  -10 
29.7872  0 1.48936  0 -1.48936  0 0.806163  1.45846 -0.661381  0.96461 -39.7872  -10 -39.7872  -10 -39.7872  -10 -39.7872  -10 
28.2979  0 1.48936  0 -1.48936  0 -0.464104  1.30699 0.827981  0.96461 -38.2979  -10 -38.2979  -10 -38.2979  -10 -38.2979  -10 
26.8085  0 1.48936  0 -1.48936  0 1.02526  1.30699 -0.413458  1.24918 -36.8085  -10 -36.8085  -10 -36.8085  -10 -36.8085  -10 
25.3191  0 1.48936  0 -1.48936  0 0.0275169  1.5244 1.0759  1.24918 -1.03481  1.26877 -35.3191  -10 -35.3191  -10 -35.3191  -10 
23.8298  0 1.48936  0 -1.48936  0 -0.820862  1.16149 0.454548  1.26877 -33.8298  -10 -33.8298  -10 -33.8298  -10 -33.8298  -10 
22.3404  0 1.48936  0 -1.48936  0 -0.75351  1.3473 0.6685  1.16149 -32.3404  -10 -32.3404  -10 -32.3404  -10 -32.3404  -10 
20.8511  0 1.48936  0 -1.48936  0 0.735852  1.3473 -0.531313  1.01448 -30.8511  -10 -30.8511  -10 -30.8511  -10 -30.8511  -10 
19.3617  0 1.48936  0 -1.48936  0 0.146303  1.28718 -0.673891  0.958295 0.958049  1.01448 -29.3617  -10 -29.3617  -10 -29.3617  -10 
17.8723  0 1.48936  0 -1.48936  0 -1.02537  0.949445 -0.0719576  1.4753 0.81547  0.958295 -27.8723  -10 -27.8723  -10 -27.8723  -10 
16.383  0 1.48936  0 -1.48936  0 0.46399  0.949445 -0.882337  1.20707 -26.383  -10 -26.383  -10 -26.383  -10 -26.383  -10 
14.8936  0 1.48936  0 -1.48936  0 -0.714758  0.855923 0.607024  1.20707 -24.8936  -10 -24.8936  -10 -24.8936  -10 -24.8936  -10 
13.4043  0 1.48936  0 -1.48936  0 0.774603  0.855923 -0.403707  1.05484 -23.4043  -10 -23.4043  -10 -23.4043  -10 -23.4043  -10 
11.9149  0 1.48936  0 -1.48936  0 -0.853595  0.850737 1.08565  1.05484 0.00604404  1.20092 -21.9149  -10 -21.9149  -10 -21.9149  -10 
10.4255  0 1.48936  0 -1.48936  0 -0.50902  1.21187 0.635767  0.850737 -20.4255  -10 -20.4255  -10 -20.4255  -10 -20.4255  -10 
8.93617  0 1.48936  0 -1.48936  0 0.980342  1.21187 -0.879952  1.11815 -0.00964363  1.10821 -18.9362  -10 -18.9362  -10 -18.9362  -10 
7.44681  0 1.48936  0 -1.48936  0 -0.818066  1.3623 0.60941  1.11815 -17.4468  -10 -17.4468  -10 -17.4468  -10 -17.4468  -10 
5.95745  0 1.48936  0 -1.48936  0 0.671295  1.3623 -0.725812  1.08688 -15.9574  -10 -15.9574  -10 -15.9574  -10 -15.9574  -10 
4.46809  0 1.48936  0 -1.48936  0 0.76355  1.08688 -1.00441  1.24435 -0.0664002  1.04618 -14.4681  -10 -14.4681  -10 -14.4681  -10 
2.97872  0 1.48936  0 -1.48936  0 -0.914897  1.04466 0.484948  1.24435 -12.9787  -10 -12.9787  -10 -12.9787  -10 -12.9787  -10 
1.48936  0 -1.48936  0 1.48936  0 -0.550749  0.889652 0.574465  1.04466 -11.4894  -10 -11.4894  -10 -11.4894  -10 -11.4894  -10 
0  1.47059 0  -1.47059 0  1.47059 0.938613  -0.580936 1.13839  0.468491 -10  -11.4706 -10  -11.4706 -10  -11.4706 -10  -11.4706 
0  2.94118 0  -1.47059 0  1.47059 1.13839  -1.0021 1.4529  0.154004 0.845415  0.988275 -10  -12.9412 -10  -12.9412 -10  -12.9412 
0  4.41176 0  -1.47059 0  1.47059 0.845415  -0.482313 1.0038  0.611448 -10  -14.4118 -10  -14.4118 -10  -14.4118 -10  -14.4118 
0  5.88235 0  -1.47059 0  1.47059 1.45513  0.655428 1.0038  -0.85914 -10  -15.8824 -10  -15.8824 -10  -15.8824 -10  -15.8824 
0  7.35294 0  -1.47059 0  1.47059 1.45513  -0.81516 0.949336  0.66482 -10  -17.3529 -10  -17.3529 -10  -17.3529 -10  -17.3529 
0  8.82353 0  -1.47059 0  1.47059 0.949336  -0.805768 1.26404  0.507127 -10  -18.8235 -10  -18.8235 -10  -18.8235 -10  -18.8235 
0  10.2941 0  -1.47059 0  1.47059 1.26404  -0.963461 1.14336  0.556986 -10  -20.2941 -10  -20.2941 -10  -20.2941 -10  -20.2941 
0  11.7647 0  -1.47059 0  1.47059 1.26674  0.474338 1.14336  -0.913602 -10  -21.7647 -10  -21.7647 -10  -21.7647 -10  -21.7647 
0  13.2353 0  -1.47059 0  1.47059 1.15741  0.80991 1.26674  -0.99625 1.10007  -0.0542734 -10  -23.2353 -10  -23.2353 -10  -23.2353 
0  14.7059 0  -1.47059 0  1.47059 1.33429  0.802972 1.15741  -0.660679 -10  -24.7059 -10  -24.7059 -10  -24.7059 -10  -24.7059 
0  16.1765 0  -1.47059 0  1.47059 1.33429  -0.667617 0.9739  0.624472 -10  -26.1765 -10  -26.1765 -10  -26.1765 -10  -26.1765 
0  17.6471 0  -1.47059 0  1.47059 0.9739  -0.846117 1.46482  0.324595 -10  -27.6471 -10  -27.6471 -10  -27.6471 -10  -27.6471 
0  19.1176 0  -1.47059 0  1.47059 1.72838  0.257126 1.46482  -1.14599 1.02582  1.10412 -10  -29.1176 -10  -29.1176 -10  -29.1176 
0  20.5882 0  -1.47059 0  1.47059 1.29153  0.914515 1.02582  -0.366473 -10  -30.5882 -10  -30.5882 -10  -30.5882 -10  -30.5882 
0  22.0588 0  -1.47059 0  1.47059 1.05882  0.882429 1.29153  -0.556073 -10  -32.0588 -10  -32.0588 -10  -32.0588 -10  -32.0588 
0  23.5294 0  1.47059 0  -1.47059 0.898993  0.536266 1.05882  -0.588159 -10  -33.5294 -10  -33.5294 -10  -33.5294 -10  -33.5294 
12.5765  12.5559 -0.906095  1.20798 0.608117  1.30675 0.811944  -1.17341 -1.30939  -0.273557 1.35103  0.196818 -0.561581  -1.24516 -22.5765  -22.5559 -22.5765  -22.5559 
25.9178  12.8386 0.968868  1.02418 -1.10972  -0.963712 -0.541304  1.27979 1.37613  -0.242579 0.379024  -1.27073 -1.09677  0.22098 -35.9178  -22.8386 -35.9178  -22.8386 
39.6378  12.5719 0.655613  1.1379 1.14511  -0.126019 -1.28516  -0.13809 0.480887  -0.82939 -0.594846  0.827681 -0.402557  -0.855908 -49.6378  -22.5719 -49.6378  -22.5719 
52.6771  12.4439 -0.671454  -1.22037 -1.25378  0.148761 0.950739  1.04766 -0.430774  1.08895 0.950635  -0.190244 0.441156  -0.87195 -62.6771  -22.4439 -62.6771  -22.4439 
65.0812  5.34343 -0.456948  -1.04894 0.638674  -0.775331 0.440036  1.05646 1.12459  0.205274 -0.740688  0.78401 -1.0073  -0.20999 -75.0812  -15.3434 -75.0812  -15.3434 
64.8644  19.4739 1.52108  -0.0566444 0.963879  1.28393 0.907665  -1.17836 -0.322454  1.19742 -1.47677  -0.648532 -0.294072  -1.34369 -1.30029  0.688145 -74.8644  -29.4739 
3.73402  21.4731 -1.10319  0.0818811 -0.384888  0.986391 -0.640503  -0.721325 0.286678  -1.05077 0.728232  0.907619 1.14256  -0.17254 -13.734  -31.4731 -13.734  -31.4731 
3.66438  3.75728 -0.148935  -1.18837 -0.900649  0.779478 -1.07464  -0.370018 0.895515  -0.774481 0.146344  1.20597 1.09092  0.375735 -13.6644  -13.7573 -13.6644  -13.7573 
0.938613  0.889652 -0.938613  -0.889652 0.550749  -0.889652 -0.938613  0.580936 0.199773  1.04943 1.12521  0.155006 -10.9386  -10.8897 -10.9386  -10.8897 -10.9386  -10.8897 
69.1129  24.0529 0.887112  0.947147 -0.602249  0.947147 0.887112  -0.523441 -0.360368  -1.17227 -0.812621  -0.196887 -79.1129  -34.0529 -79.1129  -34.0529 -79.1129  -34.0529 
0.898993  24.0657 -0.898993  0.934322 0.590369  0.934322 -0.898993  -0.536266 1.05229  -0.204011 0.159828  -1.12443 -10.899  -34.0657 -10.899  -34.0657 -10.899  -34.0657 
69.0476  0.933422 0.952393  -0.933422 0.952393  0.537166 -0.536969  -0.933422 -1.20899  0.220364 -0.153196  1.10054 -79.0476  -10.9334 -79.0476  -10.9334 -79.0476  -10.9334 
61.1039  12.6809 -0.128888  -1.36423 -0.717013  0.996928 1.06036  -0.349504 0.655442  0.988211 -0.883286  -0.25441 -71.1039  -22.6809 -71.1039  -22.6809 -71.1039  -22.6809 
19.6067  16.9051 0.795316  -0.742421 -0.0568425  0.969544 0.724059  0.358014 -0.971093  0.239753 -0.489961  -0.837688 -29.6067  -26.9051 -29.6067  -26.9051 -29.6067  -26.9051 
32.7651  8.11 -1.32083  0.295164 0.394302  -1.32485 -0.11909  1.36958 -0.750578  -0.788529 0.786844  0.625028 1.00342  -0.225804 -42.7651  -18.11 -42.7651  -18.11 
19.2024  8.09846 -0.545725  1.44805 -0.0803689  -1.53826 0.844993  1.32011 -1.61452  0.421623 -1.18623  -0.866266 1.12541  -0.992942 1.45425  0.208668 -29.2024  -18.0985 
46.0237  8.21535 -0.208918  1.44448 1.28935  -0.30501 -1.32807  0.303545 -0.889166  -1.1239 0.781107  0.754546 0.342701  -1.06572 -56.0237  -18.2153 -56.0237  -18.2153 
32.863  16.871 0.715775  -1.33136 -0.110892  1.44684 1.04909  0.863438 -0.610808  -1.21317 -1.10835  0.740252 -1.14299  -0.314032 1.17265  -0.235732 -42.863  -26.871 
45.9967  16.8756 0.901103  -1.25364 -1.51971  0.0207124 1.48511  0.388164 -0.604761  -1.21743 -0.631954  0.885953 0.345052  1.17043 -55.9967  -26.8756 -55.9967  -26.8756 
6.70438  9.76682 -1.50056  -0.252757 -0.937127  1.16535 0.209786  -1.42474 0.503368  1.46653 1.28556  -0.554209 -0.618678  -0.835269 1.08967  0.477148 -16.7044  -19.7668 
54.2431  6.54817 -1.16519  -0.843748 1.14806  -0.705446 -0.520354  1.1884 1.3882  0.607063 0.0549382  -1.35306 0.353699  0.843275 -1.21168  0.266144 -64.2431  -16.5482 
54.1691  18.7726 0.717869  1.04788 -1.08856  0.748713 1.06991  -0.000968782 -1.24761  -0.779611 -0.15587  0.89632 -0.0717635  -1.12371 0.714787  -0.784212 -64.1691  -28.7726 
9.61213  18.1707 -0.152007  -1.32704 -0.473803  1.20021 1.35194  0.0654346 -1.05079  0.281676 -0.988838  -0.566315 0.618111  -0.660834 0.651094  0.978575 -19.6121  -28.1707 
61.8973  21.6191 0.92365  0.285666 -0.97094  0.56051 0.147095  0.820186 -0.745147  -0.969718 0.675809  -0.715534 -71.8973  -31.6191 -71.8973  -31.6191 -71.8973  -31.6191 
61.7318  3.77164 1.48816  0.436907 -1.50374  -0.0667551 0.947236  -1.07377 0.314495  1.21494 -0.547486  -1.36771 -0.689406  0.871925 -71.7318  -13.7716 -71.7318  -13.7716 
67.0338  21.5468 -1.20544  -0.788962 1.47044  -0.370108 -0.115255  1.01173 0.725885  0.729089 0.206865  -1.20186 -1.08134  0.608231 -77.0338  -31.5468 -77.0338  -31.5468 
67.1986  3.05727 1.41181  0.319373 0.399912  1.26953 -1.35497  -0.479759 0.683619  -0.748533 -0.804534  0.766997 -0.310451  -1.16376 -77.1986  -13.0573 -77.1986  -13.0573 
66.8941  6.72818 1.66989  -0.317002 1.0172  0.835897 0.469874  -1.22914 -1.37287  -0.328296 -0.0692389  1.54378 -1.03968  0.696551 -0.688315  -1.17948 -76.8941  -16.7282 
67.0946  18.295 -0.709114  1.12226 -1.32253  0.000545433 1.50086  0.259734 0.407543  1.00214 0.792014  -1.1147 -0.686436  -1.30485 -77.0946  -28.295 -77.0946  -28.295 
6.62683  2.94318 0.00191172  -1.58088 -1.13174  0.39448 -1.13166  -0.683121 -0.569552  1.43888 1.30976  0.219526 0.579862  1.03415 0.97996  -0.806197 -16.6268  -12.9432 
2.79596  18.6099 0.189265  1.18797 -1.06758  0.764888 -1.33114  -0.638232 1.38768  0.496623 -0.0967052  -1.06305 0.952576  -0.758126 -12.796  -28.6099 -12.796  -28.6099 
2.22199  22.6389 -0.270703  1.22281 -1.16317  0.302396 -0.930458  -1.13611 0.408839  -1.08383 0.848751  0.896471 1.12714  -0.179316 -12.222  -32.6389 -12.222  -32.6389 
2.37143  2.20873 -1.23305  -0.269654 -0.307605  -1.16407 1.09224  -0.964382 1.14402  0.360182 -0.918529  0.886448 0.218307  1.17853 -12.3714  -12.2087 -12.3714  -12.2087 
38.6503  6.65579 -0.982776  0.945178 -1.26085  -1.1283 1.34494  0.743689 0.380982  -1.45313 1.44176  -0.540266 -1.13306  0.0138996 0.2254  1.3881 -48.6503  -16.6558 
25.3995  18.7476 -0.639173  -1.02451 -0.566576  1.17284 0.70558  -1.12529 -1.20384  0.0547924 1.19163  0.0972957 0.522473  0.845166 -35.3995  -28.7476 -35.3995  -28.7476 
11.8789  6.14377 -0.900661  -1.06677 0.74535  -1.2702 0.707833  1.0796 -1.22618  0.0664488 -0.648549  1.17403 1.35322  0.0452968 -21.8789  -16.1438 -21.8789  -16.1438 
